Year,GPI,Income,Continent,Continent_GR,Income_GR
2018,0.636020004749298,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
2017,0.641690015792847,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
2016,0.645669996738434,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
2015,0.6423299908638,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
2014,0.654020011425018,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
2013,0.655330002307892,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
2012,0.669250011444092,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
2011,0.663450002670288,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
2010,0.625810027122498,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
2009,0.609610021114349,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
2008,0.586019992828369,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
2007,0.567200005054474,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
2006,0.573230028152466,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
2005,0.547689974308014,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
2004,0.40582001209259,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
2003,0.544260025024414,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
2001,0.0,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1995,0.474040001630783,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1994,0.432000011205673,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1993,0.361770004034042,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1991,0.537060022354126,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1988,0.499659985303879,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1986,0.530939996242523,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1985,0.476029992103577,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1984,0.469949990510941,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1982,0.483579993247986,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1981,0.242229998111725,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1978,0.198829993605614,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1977,0.192279994487762,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1976,0.180629998445511,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1975,0.173899993300438,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1974,0.16695000231266,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1973,0.168740004301071,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1972,0.160840004682541,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1971,0.161200001835823,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
1970,0.167199999094009,Low Income,South & Southeast Asia,0.01271323688189504,0.01627924814218315
2021,1.02570998668671,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2020,1.02399003505707,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2019,1.018630027771,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2018,1.01730000972748,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2017,1.00432002544403,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2016,0.993550002574921,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2015,0.982420027256012,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2014,0.976679980754852,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2013,0.98158997297287,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2012,0.990100026130676,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2011,1.00029003620148,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2010,1.00568997859955,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2009,1.01780998706818,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2008,0.999790012836456,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2007,0.99686998128891,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2006,0.985040009021759,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2005,0.978039979934692,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2004,0.980199992656708,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2001,0.987320005893707,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2000,0.976209998130798,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1999,0.968180000782013,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1997,0.969780027866364,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1996,0.986419975757599,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1995,0.981710016727448,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1994,1.00525999069214,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1993,1.04384994506836,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1992,1.01279997825623,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1991,0.949710011482239,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1990,0.946529984474182,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1989,0.954240024089813,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1988,0.954760015010834,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1987,0.940090000629425,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1986,0.936429977416992,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1985,0.935949981212616,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1984,0.945689976215363,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1983,0.953499972820282,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1982,0.927450001239777,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1981,0.915809988975525,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1980,0.919539988040924,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1979,0.929279983043671,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1978,0.924769997596741,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
1976,0.922879993915558,Upper-middle Income,Europe,0.0006026540811028139,0.0013233357148632369
2011,0.994899988174438,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
2010,0.993629992008209,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
2009,0.979049980640411,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
2008,0.986199975013733,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
2007,1.00127995014191,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
2006,1.00127995014191,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
2005,0.999260008335114,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
2004,0.995850026607513,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
2003,0.990549981594086,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
2002,0.980109989643097,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
2001,0.974020004272461,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
2000,0.964209973812103,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1999,0.948920011520386,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1997,0.918340027332306,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1996,0.895179986953735,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1995,0.883539974689484,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1994,0.870299994945526,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1993,0.854430019855499,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1992,0.84263002872467,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1991,0.829490005970001,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1990,0.817080020904541,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1989,0.808520019054413,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1988,0.797330021858215,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1987,0.789659976959229,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1986,0.782750010490417,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1985,0.767359972000122,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1984,0.756640017032623,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1982,0.738340020179749,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1981,0.729340016841888,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1980,0.719709992408752,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1979,0.707639992237091,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1978,0.691020011901855,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1977,0.680890023708344,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1976,0.667249977588654,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1975,0.658050000667572,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1974,0.647710025310516,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1973,0.640470027923584,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1972,0.62364000082016,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1971,0.59909999370575,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1992,0.994480013847351,Upper-middle Income,Oceania,0.0037407739093892893,0.0013233357148632369
1991,1.01605999469757,Upper-middle Income,Oceania,0.0037407739093892893,0.0013233357148632369
1990,0.999109983444214,Upper-middle Income,Oceania,0.0037407739093892893,0.0013233357148632369
1989,0.981779992580414,Upper-middle Income,Oceania,0.0037407739093892893,0.0013233357148632369
1983,1.02505004405975,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
1975,1.14892995357513,High Income,Europe,0.0006026540811028139,-0.0001149303528571897
2011,0.630320012569427,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
2010,0.777629971504211,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
2009,0.823400020599365,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
2008,0.833090007305145,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1998,0.819149971008301,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1983,0.787509977817535,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1982,0.826059997081757,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1972,0.656719982624054,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
1971,0.640190005302429,Lower-middle Income,Africa,0.004551605618374844,0.005498969991922206
2018,0.979240000247955,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2017,0.979359984397888,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2015,0.990040004253387,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2014,0.97434002161026,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2012,1.03903996944427,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2011,0.964439988136292,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2010,0.971769988536835,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2009,0.990239977836609,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2008,0.965020000934601,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2007,0.983640015125275,High Income,North America,0.0009799144171908714,-0.0001149303528571897
1992,0.979719996452332,High Income,North America,0.0009799144171908714,-0.0001149303528571897
1978,0.839510023593903,High Income,North America,0.0009799144171908714,-0.0001149303528571897
1977,1.04458999633789,High Income,North America,0.0009799144171908714,-0.0001149303528571897
1975,1.03558003902435,High Income,North America,0.0009799144171908714,-0.0001149303528571897
1974,1.1679699420929,High Income,North America,0.0009799144171908714,-0.0001149303528571897
2020,1.0242600440979,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2019,1.02056002616882,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2018,1.02131998538971,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2017,1.01962995529175,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2016,1.02081000804901,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2015,1.02838003635406,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2014,1.03122997283936,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2013,1.03136003017426,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2012,1.03461003303528,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2011,1.04019999504089,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2010,1.0359799861908,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2009,1.04753994941711,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2008,1.05000996589661,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2007,1.04638004302979,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2006,1.04022002220154,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2005,1.03299999237061,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2004,1.02778995037079,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2003,1.0220799446106,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2002,1.01810002326965,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2001,1.01778995990753,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2000,1.01586997509003,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1999,1.02296996116638,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1998,1.00899004936218,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1997,1.0210599899292,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1996,1.01927995681763,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1988,1.04745995998383,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1987,1.0077600479126,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1986,1.00700998306274,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1985,1.02104997634888,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1984,1.01194000244141,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1982,1.00916004180908,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1981,1.02277994155884,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1980,1.02439999580383,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1979,1.02099001407623,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1978,1.03182995319366,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1977,1.01851999759674,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1976,1.01223003864288,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1975,1.01061999797821,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1974,1.00782001018524,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1973,1.01377999782562,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1972,1.01195001602173,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1971,1.02473998069763,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
1970,1.03383004665375,Upper-middle Income,South America,0.0010147415597246937,0.0013233357148632369
2021,1.02129995822906,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
2020,1.03190994262695,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
2019,1.03489995002747,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
2018,1.02283000946045,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
2015,1.03798997402191,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
2014,1.04033994674683,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
2013,1.02907001972198,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
2011,1.00771999359131,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
2010,0.995220005512238,Upper-middle Income,Central & West Asia,0.008255170546482475,0.0013233357148632369
